Posto_ID;Cidade;Posto;Latitude;Longitude
60;Independência;INDEPENDENCIA;-5,393777778;-40,31236111
510;Jaguaribe;MUTAMBEIRA;-5,920777778;-38,73161111
569;Morrinhos;SITIO ALEGRE;-3,309555556;-40,12116667
820;Cariré;JUCA;-4,06375;-40,40383333
150;Varjota;VARJOTA;-4,183;-40,48330556
141;Tamboril;TAMBORIL;-4,834416667;-40,32058333
466;Banabuiú;RINARÉ;-5,4;-39,01669444
99;Nova Olinda;NOVA OLINDA;-7,096583333;-39,68061111
95;Moraújo;MORAUJO;-3,466916667;-40,67791667
161;Ocara;SERENO DE CIMA;-4,491111111;-38,59977778
248;Monsenhor Tabosa;BARREIROS;-5,106166667;-40,04888889
427;Jaguaretama;SERROTE BRANCO;-5,489194444;-38,88963889
809;Boa Viagem;ACUDE SAO JOSE I;-5,197333333;-39,5985
650;Parambu;CANABRAVA-COCOGI;-6,448972222;-40,72744444
298;Aurora;INGAZEIRA;-7,099777778;-39,00791667
475;Ipaumirim;CANAUNA;-6,783111111;-38,71747222
776;Milagres;SERRA BRAVA;-7,246638889;-39,048
589;Acopiara;CAIXA;-6,195861111;-39,43094444
147;Umirim;UMIRIM;-3,688055556;-39,34352778
675;Santa Quitéria;RAIMUNDO MARTINS;-4,649666667;-40,06669444
359;Tarrafas;TARRAFAS;-6,679055556;-39,76041667
749;Independência;LOGRADOURO;-5,621083333;-40,29516667
710;Meruoca;CAMILOS;-3,615;-40,48252778
386;Tauá;AC. VARZEA DO BOI;-5,910583333;-40,25394444
190;Independência;IAPI;-5,69325;-40,34863889
819;Tururu;MELANCIAS;-3,584388889;-39,42630556
448;Jaguaribe;AC. JOAQUIM TAVORA;-5,95;-38,81666667
284;Aracoiaba;VILA PEDRA BRANCA;-4,5;-38,81669444
490;Sobral;CARACARA;-3,716138889;-40,01786111
292;Tamboril;SUCESSO;-4,933333333;-40,53333333
811;Itaitinga;PACO MUNICIPAL;-3,975083333;-38,51883333
2;Acaraú;ACARAU;-2,885888889;-40,11841667
129;Santa Quitéria;SANTA QUITERIA;-4,333;-40,15
311;Fortaleza;FUND.MA.NILVA(AGUA FRIA);-3,791138889;-38,45661111
879;Santana do Acaraú;ACUDE SAO VICENTE;-3,396833333;-40,26272222
620;Iguatu;BRAVO;-6,5;-39,31666667
830;Russas;SITIO CAMPO LIMPO;-4,936166667;-37,88513889
747;Salitre;CHACARA CRAVO E ROSA;-7,081194444;-40,318
279;Caucaia;BOM PRINCIPIO;-3,957694444;-38,89725
20;Barbalha;BARBALHA;-7,307222222;-39,30163889
289;Maranguape;TANQUES;-4,081972222;-38,79030556
856;Aratuba;CAMARAO;-4,447388889;-38,98822222
671;Madalena;FAZENDA VARZEA ALEGRE;-4,922583333;-39,37977778
512;Icó;CASCUDO;-6,4;-39,03330556
185;Parambu;NOVO ASSIS;-6,027694444;-40,58161111
41;Coreaú;COREAU;-3,550111111;-40,65747222
745;Mombaça;FAZENDA IEMEM;-5,763972222;-39,64227778
345;Piquet Carneiro;IBICUA;-5,928027778;-39,43191667
273;Caucaia;PITOMBEIRA;-3,648055556;-38,79775
655;Independência;MONTE SINAI;-5,455861111;-40,49911111
168;Barro;MONTE ALEGRE;-7,023083333;-38,76152778
542;Jucás;FAZENDA PANCHAVATA;-6,5;-39,76666667
446;Crato;AC. TOMAZ OSTERNE;-7,083333333;-39,48333333
800;Quixeramobim;PAUS BRANCOS ;-5,414527778;-39,44586111
781;Palmácia;CHACARA PEDRO HENRIQUE;-4,148722222;-38,84238889
640;Coreaú;AROEIRAS;-3,640916667;-40,62041667
617;Tianguá;PINDOGUABA;-3,749972222;-41,14075
746;Porteiras;SITIO SACO;-7,501833333;-39,17305556
678;Tamboril;SAO MONTE ALEGRE;-4,92375;-40,18144444
257;Tamboril;BOA ESPERANCA;-4,640222222;-40,41136111
396;General Sampaio;AC. GENERAL SAMPAIO;-4,066666667;-39,46666667
483;Sobral;APRAZIVEL;-3,755083333;-40,55583333
842;Jardim;SERRA BOCA DA MATA L ;-7,537166667;-39,26344444
852;Santana do Cariri;DOM LEME;-7,306805556;-39,76988889
121;Quixadá;QUIXADA;-4,967;-39,03330556
379;Quixadá;DANIEL DE QUEIROZ;-4,833333333;-38,98333333
858;São Benedito;AEROPORTO;-4,041222222;-40,89177778
804;Pedra Branca;CAPITAO MOR;-5,621333333;-39,99594444
560;Tauá;AC. TRICI;-5,912666667;-40,41180556
628;Bela Cruz;PRATA;-2,942027778;-40,27716667
391;Varjota;AC. ARARAS;-4,199611111;-40,46502778
402;Aracoiaba;VAZANTES;-4,416666667;-38,68333333
840;Catarina;FECHADO;-6,227083333;-39,85047222
253;Santa Quitéria;STA. RITA DOS GALDINOS;-4,325083333;-39,81202778
756;Iracema;AC.SANTO ANTONIO BASTIOES;-5,889805556;-38,41152778
836;Potengi;VILA ALECRIM;-7,098333333;-40,08911111
554;Banabuiú;AC. BANABUIU;-5,333333333;-38,91666667
462;Pentecoste;AC. CAXITORE;-3,742055556;-39,35388889
648;Senador Pompeu;BONFIM;-5,521583333;-39,49988889
762;Groaíras;CAPIM 1;-3,969222222;-40,35483333
143;Tianguá;TIANGUA;-3,723138889;-40,99372222
220;Madalena;MADALENA;-4,85;-39,56669444
1;Abaiara;ABAIARA;-7,361972222;-39,04772222
59;Iguatu;IGUATU;-6,374666667;-39,30636111
24;Bela Cruz;BELA CRUZ;-3,058;-40,16863889
701;Itaiçaba;ELEVATORIO - COGERH;-4,69125;-37,84236111
356;Ipaporanga;IPAPORANGA;-4,903861111;-40,76161111
181;Tauá;BOM JESUS;-5,548333333;-40,07008333
614;Itarema;FZ. AGUAPE;-3,0035;-39,78966667
727;Iguatu;ACUDE DO GOVERNO;-6,425027778;-39,19394444
187;Itapiúna;CAIO PRADO;-4,65;-38,93330556
631;Senador Sá;SALAO;-3,427083333;-40,54638889
116;Pereiro;PEREIRO;-6,044916667;-38,45975
787;Ipu;DAMIAO;-4,241583333;-40,73380556
238;Pedra Branca;ACUDE TRAPIA;-5,495944444;-39,73688889
156;São Gonçalo do Amarante;PECEM;-3,553416667;-38,83855556
556;Santa Quitéria;ACUDE EDSON QUEIROZ;-4,223805556;-40,0695
321;Iguatu;BAU;-6,398305556;-39,41536111
663;Boa Viagem;JACAMPARI;-4,783888889;-39,91925
9;Antonina do Norte;ANTONINA DO NORTE;-6,767194444;-39,98563889
795;Irauçuba;ASSENTAMENTO MANDACARU;-3,840138889;-39,78733333
326;Beberibe;LAGOA FUNDA;-4,282166667;-38,04983333
521;Jardim;JARDIM MIRIM;-7,589583333;-39,20027778
708;Eusébio;SÍTIO ESTRELA DALVA;-3,9;-38,45
531;Barro;ENGENHO VELHO;-7,050111111;-38,70158333
67;Itapajé;ITAPAJE;-3,677777778;-39,58138889
106;Pacujá;PACUJA;-3,978444444;-40,69538889
228;São Gonçalo do Amarante;CROATA;-3,675277778;-39,11888889
299;Aurora;SITIO TIPI;-6,971666667;-38,82972222
551;Crateús;AEROPORTO(CRATEUS);-5,212;-40,70391667
883;Fortaleza;CACA E PESCA;-3,769861111;-38,43919444
642;Cariré;ARARIUS;-3,883;-40,6
335;Lavras da Mangabeira;MANGABEIRA;-6,763166667;-39,12355556
64;Iracema;IRACEMA;-5,810861111;-38,30427778
244;Barroquinha;BARROQUINHA;-3,019027778;-41,13416667
62;Ipu;IPU;-4,3195;-40,71077778
163;Ocara;NOVO HORIZONTE;-4,463861111;-38,54361111
613;Choró;CHORO;-4,850027778;-39,25002778
113;Pedra Branca;PEDRA BRANCA;-5,45;-39,71669444
514;Icó;TRES BODEGAS;-6,331666667;-38,73713889
368;Choró;CAICARINHA;-4,667;-39,25
598;Aiuaba;BOM NOME;-6,65;-40,51669444
172;Aiuaba;BARRA;-6,597055556;-40,31916667
219;Quixeramobim;MACAOCA;-4,75;-39,48333333
797;Ipaumirim;SANTO ANTONIO;-6,872;-38,72955556
668;Quixadá;CUSTODIO;-5,000222222;-39,17694444
549;Viçosa do Ceará;QUATIGUABA;-3,666666667;-41,06666667
773;Massapê;GAMELEIRA;-3,426944444;-40,51416667
105;Pacoti;PACOTI;-4,217;-38,91669444
198;Acaraú;FAZENDA PAPAGAIO;-3,25;-40
425;Russas;LAGOA GRANDE;-4,68925;-38,21594444
673;Santa Quitéria;MURIBECA;-4,417;-39,9
236;Tauá;MARRUAS;-5,963916667;-39,89741667
838;Iracema;AÇUDE FIGUEIREDO;-5,622805556;-38,27266667
286;Aracoiaba;IDEAL;-4,317;-38,68330556
6;Altaneira;ALTANEIRA;-7,000833333;-39,73722222
189;Itatira;LAGOA DO MATO;-4,65275;-39,67030556
385;Canindé;BONITO;-4,401805556;-39,45802778
507;Mauriti;MARARUPA;-7,251111111;-38,76427778
367;Canindé;TARGINOS;-4,633;-39,23330556
287;Catunda;CATUNDA;-4,649583333;-40,20294444
698;Itapipoca;SANTO AMARO;-3,543888889;-39,58325
801;Quixeramobim;NENELANDIA;-5,447527778;-39,19727778
810;São Benedito;SITIO INHARE;-4,053333333;-41,05555556
596;Campos Sales;BARAO DE AQUIRAZ;-6,867;-40,36669444
538;Jaguaretama;MONTE ALEGRE;-5,423861111;-38,77283333
682;Ipueiras;AMERICA;-4,444916667;-40,79844444
342;Pedra Branca;MINEIROLANDIA;-5,567;-39,63330556
733;Saboeiro;SITIO ITAPORANGA;-6,535;-39,93083333
831;Palhano;CORREGO ESPERANÇA;-4,669444444;-38,09133333
100;Nova Russas;NOVA RUSSAS;-4,699527778;-40,56847222
92;Mombaça;MOMBACA;-5,747833333;-39,63311111
188;Independência;JABURU;-5,412388889;-40,47763889
13;Aracoiaba;ARACOIABA;-4,373305556;-38,809
234;Tabuleiro do Norte;OLHO DAGUA DA BICA;-5,383;-38
857;Lavras da Mangabeira;SITIO TRANQUEIRA ;-6,788555556;-38,85472222
719;Aquiraz;BERRA BODE-ETS;-3,928888889;-38,39333333
557;Caririaçu;AC. MANOEL BALBINO;0;0
128;Saboeiro;SABOEIRO;-6,535166667;-39,90197222
835;Potengi;VILA ESCONDIDO;-7,07575;-39,90213889
763;Umari;SITIO CANTO;-6,632111111;-38,67825
728;Jaguaretama;FAZENDA COQUE;-5,293722222;-38,75211111
862;Ibiapina;SITIO TAUÃ DE BAIXO;-3,914611111;-40,94805556
511;Brejo Santo;SAO FELIPE;-7,457916667;-39,07397222
848;Granjeiro;NOVO GRANGEIRO;-6,889361111;-39,22530556
829;Jaguaruana;SARGENTO;-4,841916667;-37,83936111
135;São Luís do Curu;SAO LUIS DO CURU;-3,672333333;-39,24216667
577;Juazeiro do Norte;VILA SAO GONCALO-MARROCOS;-7,183361111;-39,23125
56;Ibiapina;IBIAPINA;-3,916611111;-40,88836111
83;Maranguape;MARANGUAPE;-3,903138889;-38,68261111
267;Cedro;VARZEA DA CONCEICAO;-6,476;-39,11291667
685;Ibaretama;FAZENDA NITEROI;-4,867;-38,85
570;Araripe;PAJEU;-7,201222222;-40,16427778
203;Barroquinha;BITUPITA;-2,916666667;-41,3
152;Viçosa do Ceará;VICOSA DO CEARA;-3,56825;-41,09458333
823;Ocara;ACUDE BATENTE;-4,645916667;-38,49172222
204;Chorozinho;CHOROZINHO;-4,303277778;-38,49733333
